Revision,Indicator,AtlasProjectName,Milestone,Date,WW,ChangedColumn,OldValue,NewValue
"Rev 2 (2026-04-21)",REMOVED,"Hammer Lake CPU 8P+16E Ext Die","Sort PO*","2028-10-28T00:00:00.000Z","202844",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake MH-AX 4LPE Die","Sort PO*","2026-04-30T00:00:00.000Z","202618",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HL Product","PO Start","2028-02-19T00:00:00.000Z","202808",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C BLLC Product","PO Start","2026-05-14T00:00:00.000Z","202620",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake CPU 2P+0E Int Die","Tape In","2026-09-18T00:00:00.000Z","202638",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","PRQ","2026-11-12T00:00:00.000Z","202646",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 4P+0E Int Die","Tape In","2026-01-01T00:00:00.000Z","202553",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake U Product","PRQ","2026-11-05T00:00:00.000Z","202645",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake MH-AX 4LPE Die","Tape In","2026-01-22T00:00:00.000Z","202604",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake CPU 8P+16E Die","Sort PO*","2026-08-28T00:00:00.000Z","202635",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake HX Product","PO Start","2026-10-30T00:00:00.000Z","202644",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCH-S Product","QS","2026-07-30T00:00:00.000Z","202631",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3plus-AX 512EU Die","Tape In","2026-11-13T00:00:00.000Z","202646",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 4P+8E Ext Die","Tape In","2026-02-06T00:00:00.000Z","202606",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3pv4 8Xe Die","Tape In","2026-12-04T00:00:00.000Z","202649",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HUB-P Die","Tape In","2027-09-17T00:00:00.000Z","202738",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake B Product","PO Start","2027-11-26T00:00:00.000Z","202748",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C (Dunlow) Product","PO Start","2026-03-12T00:00:00.000Z","202611",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 16C (Dunlow) Product","QS","2027-04-15T00:00:00.000Z","202716",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake CPU 2P+0E Int Die","Sort PO*","2026-12-25T00:00:00.000Z","202652",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HUB-BX Die","Sort PO*","2027-06-04T00:00:00.000Z","202723",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3pv4 16Xe Die","Tape In","2026-12-25T00:00:00.000Z","202652",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake Hub 4LPE Die","Tape In","2025-12-18T00:00:00.000Z","202551",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","QS","2026-09-24T00:00:00.000Z","202639",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 16C Product","PO Start","2026-02-19T00:00:00.000Z","202608",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HUB-P Die","Sort PO*","2027-12-24T00:00:00.000Z","202752",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCH-S Product","PRQ","2026-09-17T00:00:00.000Z","202638",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake PCD-H Die","Sort PO*","2028-01-07T00:00:00.000Z","202802",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake BX Product","PRQ","2028-04-08T00:00:00.000Z","202815",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake CPU 4P+8E Ext Die","Sort PO*","2027-07-02T00:00:00.000Z","202727",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C (Dunlow) Product","QS","2027-03-18T00:00:00.000Z","202712",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCH-S Product","PO Start","2026-04-16T00:00:00.000Z","202616",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C BLLC Product","PRQ","2026-10-22T00:00:00.000Z","202643",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3plus-AX 512EU Die","Tape In","2026-03-06T00:00:00.000Z","202610",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 8P+16E Ext Die","Tape In","2026-01-29T00:00:00.000Z","202605",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake CPU 4P+8E Ext Die","Tape In","2027-03-26T00:00:00.000Z","202713",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C Product","PO Start","2026-08-06T00:00:00.000Z","202632",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 52C BLLC (Dunlow) Product","PRQ","2027-07-29T00:00:00.000Z","202731",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake HX Int Product","ES1","2026-02-05T00:00:00.000Z","202606",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Hammer Lake CPU 8P+16E Ext Die","Sort PO*","2028-01-21T00:00:00.000Z","202804",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C BLLC Product","QS","2026-09-03T00:00:00.000Z","202636",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Hammer Lake CPU 8P+16E Ext Die","Tape In","2027-10-15T00:00:00.000Z","202742",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake PCD-H Die","Tape In","2027-01-15T00:00:00.000Z","202703",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake S 28C Product","PO Start","2026-10-16T00:00:00.000Z","202642",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C Product","PRQ","2026-12-31T00:00:00.000Z","202653",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake HX Product","QS","2026-11-26T00:00:00.000Z","202648",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 4P+8E Ext Die","Sort PO*","2026-05-15T00:00:00.000Z","202620",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","QS","2026-08-06T00:00:00.000Z","202632",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 8P+16E BLLC Ext Die","Sort PO*","2026-03-19T00:00:00.000Z","202612",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C (Dunlow) Product","QS","2027-04-15T00:00:00.000Z","202716",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 8P+16E Ext Die","Sort PO*","2026-03-12T00:00:00.000Z","202611",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake BX Product","PO Start","2027-07-23T00:00:00.000Z","202730",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C (Dunlow) Product","ES2","2026-07-16T00:00:00.000Z","202629",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C (Dunlow) Product","PO Start","2026-11-19T00:00:00.000Z","202647",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3-H 64EU Die","Tape In","2026-01-15T00:00:00.000Z","202603",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 16C (Dunlow) Product","PRQ","2027-06-03T00:00:00.000Z","202723",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake CPU 4P+8E Ext Die","Sort PO*","2028-03-31T00:00:00.000Z","202814",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake UL Product","PRQ","2028-03-18T00:00:00.000Z","202812",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake PCD-H Die","Tape In","2027-10-01T00:00:00.000Z","202740",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HM Product","PO Start","2027-03-05T00:00:00.000Z","202710",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake HPX Product","PO Start","2028-02-05T00:00:00.000Z","202806",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 16C Product","PO Start","2026-07-23T00:00:00.000Z","202630",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake CPU 8P+16E Die","Tape In","2026-05-22T00:00:00.000Z","202621",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake CPU 2P+0E Int Die","Sort PO*","2026-07-03T00:00:00.000Z","202627",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake HX Product","PO Start","2026-08-13T00:00:00.000Z","202633",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","PO Start","2025-11-27T00:00:00.000Z","202548",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C (Dunlow) Product","PO Start","2027-01-07T00:00:00.000Z","202702",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake HX Product","PRQ","2027-01-14T00:00:00.000Z","202703",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCD-H Die","Tape In","2026-01-22T00:00:00.000Z","202604",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCH-S Die","Tape In","2026-01-22T00:00:00.000Z","202604",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Hammer Lake CPU 8P+16E Ext Die","Tape In","2028-07-22T00:00:00.000Z","202830",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C Product","QS","2026-11-12T00:00:00.000Z","202646",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","PO Start","2026-04-30T00:00:00.000Z","202618",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake CPU 2P+0E Int Die","Tape In","2027-06-04T00:00:00.000Z","202723",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCD-H Die","Sort PO*","2026-04-30T00:00:00.000Z","202618",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","PRQ","2026-09-24T00:00:00.000Z","202639",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C BLLC Product","PRQ","2026-12-10T00:00:00.000Z","202650",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","ES2","2026-03-19T00:00:00.000Z","202612",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Razor Lake S 28C Product","ES1","2027-03-26T00:00:00.000Z","202713",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake CPU 4P+8E Ext Die","Tape In","2027-12-24T00:00:00.000Z","202752",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake B Product","PRQ","2028-06-24T00:00:00.000Z","202826",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake Hub 4LPE Die","Sort PO*","2026-03-26T00:00:00.000Z","202613",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3pv4 8Xe Die","Sort PO*","2027-03-12T00:00:00.000Z","202711",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 8C (Dunlow) Product","PRQ","2027-06-03T00:00:00.000Z","202723",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C Product","PO Start","2026-06-25T00:00:00.000Z","202626",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake PCH-S Die","Sort PO*","2026-04-30T00:00:00.000Z","202618",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"PIXE3pv4 16Xe Die","Sort PO*","2027-04-02T00:00:00.000Z","202714",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 52C BLLC (Dunlow) Product","QS","2027-06-10T00:00:00.000Z","202724",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Nova Lake S 28C BLLC Product","PO Start","2026-07-09T00:00:00.000Z","202628",N/A,N/A,N/A
"Rev 2 (2026-04-21)",REMOVED,"Titan Lake BX Product","PO Start","2027-07-16T00:00:00.000Z","202729",N/A,N/A,N/A

